activity,x-axis,y-axis,z-axis
Walking,-2.37,1.31,-0.34
Jogging,-18.24,-19.61,2.18
Standing,3.53,9.3,-2.14
Walking,-2.3,10.04,6.13
Jogging,-0.99,8.96,6.59
Standing,0.19,9.92,0.04
Standing,-1.04,9.38,-0.53
Standing,0.42,9.51,2.4516625
Standing,-1.65,9.66,0.88532263
Jogging,-19.34,19.38,-7.12
Standing,0.23,9.85,1.42
Standing,-0.95,9.43,2.7240696
Standing,-7.97,5.56,-0.42
Jogging,3.06,5.05,4.56
Walking,2.26,13.99,0.38136974
Jogging,18.81,19.46,8.539958
Jogging,5.86,14.37,-2.18
Jogging,1.99,-3.06,0.95
Walking,7.5,15.17,-0.8036005
Jogging,7.43671,1.3075534,1.2258313
Jogging,19.42,0.23,7.6954966
Jogging,-5.37,19.57,1.65
Jogging,13.53,16.55,7.43671
Walking,6.74,12.91,5.243834
Standing,-0.08,9.96,0.72
Jogging,-18.89,2.41,-4.14
Standing,-1.31,9.19,0.91
Standing,3.49,9.38,-1.99
Standing,-0.61,9.96,0.57
Walking,-3.64,8.92,-3.11
Walking,-8.16,-4.9,-3.87
Jogging,16.66,5.24,3.405087
Jogging,1.88,18.66,-1.6889231
Standing,-0.99,9.34,-0.53
Standing,-1.27,9.28,2.5606253
Jogging,1.42,17.62,-8.662541
Walking,-4.25,4.44,0.76
Standing,-1.53,9.85,-0.34
Jogging,-14.82,17.62,1.0351465
Walking,1.14,4.33,-2.45
Jogging,3.76,-2.6,3.57
Jogging,-10.53,2.98,7.08
Walking,1.95,8.24,-2.7240696
Jogging,0.11,-3.26,-4.3312707
Walking,1.5,8.01,4.6036777
Standing,-0.99,9.38,-0.53
Standing,-1.95,9.66,-0.95
Walking,2.56,13.44,6.2789803
Jogging,7.27,18.85,1.84
Walking,-2.26,4.18,-1.7297841
Standing,0.15,9.89,1.61
Walking,-0.5,8.58,3.02
Walking,-1.53,14.75,3.173541
Jogging,0.5,6.51,-0.7627395
Jogging,-5.37,12.49,-2.75
Standing,2.45,9.34,2.83
Standing,-0.57,9.77,1.2258313
Standing,-1.5,9.85,0.65
Jogging,-5.56,2.91,-8.076866
Standing,2.83,9.3,0.57
Walking,-1.76,16.78,2.7649305
Standing,5.94,7.01,0.04
Jogging,-17.69,19.34,1.9885708
Jogging,16.7,-12.53,5.33
Standing,-0.76,9.7,-0.31
Standing,3.76,9.3,-1.76
Standing,-0.99,9.47,-0.19
Walking,-1.57,3.79,-2.11
Walking,3.34,9.89,-0.8
Standing,6.55,6.44,0.15
Jogging,-5.79,9.34,1.334794
Walking,-4.9,9.72,0.76
Walking,2.15,13.72,-0.42
Jogging,-2.96,12.95,-3.8681788
Standing,2.41,9.72,-0.11
Standing,-1.61,9.81,2.22
Jogging,4.33,19.57,-2.64
Walking,5.43,12.53,-1.8387469
Standing,-0.57,9.66,1.76
Walking,2.75,9.23,-0.27
Jogging,5.98,11.37,6.66035
Walking,10.15,6.24,-3.41
Walking,5.98,5.94,2.03
Standing,4.1,8.43,-0.11
Walking,7.21,10.84,-4.0180025
Walking,-3.57,10.31,1.69
Walking,-3.49,11.8,4.79
Walking,-1.84,8.01,0.14982383
Standing,-1.33,9.96,-0.72
Standing,-2.22,9.3,1.69
Jogging,-7.59,14.82,2.96
Standing,-1.99,9.62,-1.08
Standing,-0.42,10.19,-0.15
Jogging,-4.79,7.4,8.89
Standing,-1.12,9.43,-0.46
Standing,-4.56,8.73,0.27
Walking,0.0,7.93,3.336985
Standing,-1.04,9.43,-0.46
Standing,1.23,9.85,-1.6480621
Jogging,2.72,9.43,4.94
Jogging,-19.61,0.53,2.56
Jogging,-17.12,3.6,14.52
Standing,4.1,7.97,0.15
Walking,6.02,12.83,-0.040861044
Jogging,14.1,17.54,11.495573
Walking,6.32,11.07,1.2666923
Walking,-2.96,8.81,-4.29
Jogging,-7.27,4.4,-8.28
Standing,-0.34,9.89,1.12
Walking,10.95,8.08,0.69
Standing,-0.84,9.72,1.5
Walking,0.93,5.75,-2.8738933
Walking,4.79,13.4,2.3426998
Standing,-1.14,9.38,-0.53
Walking,2.83,11.54,-0.61291564
Walking,-4.99,8.85,3.6774938
Jogging,-19.23,-8.85,-1.23
Standing,-0.61,9.43,2.6423476
Jogging,-6.02,7.06,-7.9270425
Jogging,12.57,13.18,-4.862464
Standing,-1.08,9.85,1.54
Standing,1.33,1.65,-0.42
Jogging,-4.21,7.25,1.31
Walking,3.17,0.27,-0.65
Standing,1.69,9.85,1.2258313
Standing,-7.67,6.28,1.46
Standing,-1.5,9.81,0.69
Jogging,-8.62,-16.21,-3.15
Walking,-1.14,-1.14,-1.2258313
Jogging,12.03,10.15,4.9850473
Walking,7.63,9.47,0.7218784
Walking,1.46,17.62,-4.33
Standing,-1.04,9.43,-0.46
Walking,2.76,4.99,-1.525479
Jogging,9.72,-1.14,-7.63
Walking,0.04,9.77,-0.95
Jogging,-4.75,11.11,2.53
Standing,-1.46,9.81,0.8
Jogging,1.8,-3.68,-6.97
Jogging,8.01,6.17,8.158588
Walking,-0.19,15.6,5.82
Standing,2.34,9.92,0.99
Standing,-1.46,9.62,2.56
Jogging,3.34,19.19,10.53
Walking,4.86,8.85,3.336985
Standing,-8.28,6.32,-0.08
Walking,-6.24,11.56,3.8681788
Jogging,-5.01,3.49,3.8681788
Standing,1.42,9.85,0.9942854
Jogging,-0.99,2.96,5.79
Jogging,7.16,18.39,-7.5
Jogging,-14.25,13.14,-2.15
Jogging,0.61,1.54,3.2961242
Standing,1.18,9.92,0.38
Standing,-1.99,9.66,-0.91
Standing,-1.08,9.34,1.46
Jogging,-0.34,-1.14,-1.525479
Jogging,10.42,15.05,-8.92
Jogging,-16.09,18.7,2.96
Jogging,15.79,4.71,9.466142
Jogging,-15.51,-4.99,-3.486809
Jogging,2.34,18.47,0.92618364
Standing,-0.34,9.96,0.95
Standing,1.8,9.66,2.8738933
Jogging,19.53,17.54,-8.58
Jogging,-17.77,-13.14,-10.65
Walking,-3.72,8.92,0.38136974
Walking,3.99,13.44,1.4165162
Walking,-3.02,2.22,2.4925237
Jogging,-0.69,-2.83,-2.0294318
Standing,-1.5,9.77,0.65
Standing,2.76,9.81,0.5
Standing,-0.84,9.34,0.76
Jogging,-7.12,4.21,5.05
Walking,12.72,9.72,-9.0
Standing,-1.61,9.77,0.42
Walking,-0.04,3.72,0.08172209
Standing,4.29,8.2,-0.11
Jogging,18.01,5.83,1.31
Walking,2.41,9.11,-1.23
Walking,0.31,11.03,1.61
Jogging,0.57,-2.18,-8.730643
Standing,-1.18,9.53,3.15
Standing,1.08,9.92,0.34
Standing,-1.99,9.47,-1.76
Jogging,4.29,15.05,2.41
Standing,-5.05,8.43,-0.08
Jogging,3.02,13.44,-6.02
Walking,-6.32,12.79,3.49
Walking,1.5,5.13,0.08
Jogging,1.57,9.47,5.43
Walking,-0.5,3.11,-2.3426998
Jogging,-10.27,-6.13,-6.21
Walking,-5.33,11.88,-1.2258313
Walking,0.61,6.13,-3.759216
Jogging,-3.72,-0.08,-3.214402
Walking,-2.53,9.58,-3.9771416
Walking,-7.06,19.76,10.08
Jogging,-1.18,17.62,-2.87
Jogging,17.35,-6.47,-3.06
Walking,1.54,5.71,4.02
Walking,3.06,11.5,12.34
Walking,2.15,7.27,2.1792557
Walking,7.5,-12.64,-12.22
Standing,-1.08,9.3,1.53
Jogging,-2.03,-0.19,-12.53
Jogging,-2.34,1.54,4.56
Jogging,-9.49,17.73,0.38
Walking,-4.75,11.03,-0.34
Jogging,5.71,-19.19,-2.6
Jogging,-7.55,-1.33,2.91
Jogging,11.07,10.42,-5.175732
Jogging,-0.65,-7.16,3.06
Jogging,-6.66,-19.61,-0.08
Standing,0.0,9.89,1.38
Standing,-1.33,9.43,2.4516625
Jogging,2.15,-8.85,-11.3
Jogging,0.84,1.92,-2.1383946
Standing,2.49,8.47,-0.42
Jogging,-16.47,-4.75,-6.24
Standing,-6.55,7.21,1.53
Walking,19.57,-1.92,-8.267551
Jogging,-17.82,-0.11,0.31
Walking,-0.65,5.79,-0.84446156
Walking,6.74,3.72,-1.8387469
Walking,3.91,16.25,-1.9477097
Jogging,19.5,-17.01,-6.51
Jogging,15.89,0.99,-0.29964766
Walking,5.41,15.85,-1.7978859
Walking,6.24,8.58,-0.6537767
Walking,0.61,9.53,0.23
Standing,-7.59,6.36,1.27
Standing,-1.95,9.47,2.22
Walking,-3.41,2.3,-2.6832085
Walking,-5.94,3.26,-2.6
Jogging,-6.59,-19.61,9.43
Standing,-1.76,9.72,0.61
Standing,-1.61,9.47,3.49
Jogging,-3.87,-0.76,-0.57
Jogging,-13.87,19.76,1.69
Standing,1.69,9.85,1.1441092
Standing,-0.08,9.43,-1.879608
Standing,-1.33,9.72,0.95
Jogging,5.18,2.72,0.99
Walking,-1.65,5.41,-1.33
Standing,-0.95,9.28,1.46
Jogging,10.69,-0.34,1.2666923
Walking,6.05,4.86,0.313268
Walking,3.6,14.29,-0.04
Walking,-1.23,8.85,0.42
Walking,-4.94,11.26,-2.6
Jogging,-17.54,19.57,0.57
Standing,-1.73,9.81,1.04
Walking,2.87,9.11,2.3426998
Walking,7.78,4.1,1.1441092
Jogging,-9.81,19.53,-11.69
Standing,-3.38,8.54,-0.95
Standing,-0.76,9.96,0.04
Standing,-5.28,8.08,-1.14
Jogging,4.59,17.16,-5.09
Jogging,-1.8,12.79,-0.8036005
Standing,-1.14,9.77,-0.19
Standing,-3.38,8.43,-0.95
Standing,-1.84,9.53,-0.89
Walking,-0.99,0.0,4.02
Jogging,1.88,11.14,6.59
Standing,-0.99,9.38,-0.46
Walking,0.15,12.6,0.11
Jogging,5.52,-1.57,0.19
Standing,-5.22,8.24,1.38
Jogging,0.95,19.08,-7.3549876
Standing,-0.99,9.34,1.14
Walking,6.44,1.61,4.63
Walking,-0.3,9.66,-1.61
Standing,-0.99,9.34,2.6423476
Standing,-1.04,9.47,-0.46
Jogging,-14.6,19.72,3.17
Jogging,6.09,17.16,6.82
Jogging,1.84,0.89,-2.6014864
Standing,-7.82,6.02,-0.61
Walking,4.79,4.37,-1.525479
Standing,3.45,9.38,-1.88
Walking,0.89,7.44,5.597963
Standing,-0.99,9.43,2.6423476
Standing,1.84,9.81,0.7627395
Standing,-8.77,5.13,-0.27
Standing,1.8,9.92,0.6946377
Standing,-0.57,9.81,0.84
Jogging,0.99,0.61,0.34
Jogging,-6.32,13.99,0.42
Standing,2.49,9.34,2.83
Walking,-5.24,10.23,2.3
Walking,2.76,10.73,1.6480621
Walking,8.47,12.11,9.28
Walking,3.02,9.77,9.656827
Jogging,2.03,15.89,-1.61
Standing,-0.42,9.85,0.72
Walking,5.83,13.87,3.255263
Walking,0.76,8.01,0.0
Walking,3.99,6.36,-1.56634
Standing,-1.5,9.81,0.8
Walking,-8.31,15.89,-3.11
Jogging,-18.81,-1.76,1.5
Standing,-4.75,8.47,-0.3
Standing,-5.09,8.2,-0.95
Standing,-0.65,9.58,3.11
Walking,-3.68,10.92,3.38
Walking,-5.24,6.05,-1.8387469
Jogging,-5.13,0.15,2.1792557
Standing,4.33,8.35,0.3
Walking,8.28,10.12,-4.5628166
Walking,10.69,6.85,-2.3699405
Jogging,-9.47,15.51,-0.84
Standing,0.76,9.81,-1.6889231
Walking,-3.26,4.14,-3.76
Standing,1.88,9.58,1.31
Walking,-3.95,19.15,0.23
Walking,-1.33,11.14,5.2165933
Standing,-1.38,9.89,-0.84
Jogging,-1.08,4.9,12.9529505
Standing,1.5,9.96,0.8036005
Walking,5.52,8.43,-1.920469
Walking,7.5,1.99,2.03
Jogging,0.99,-11.14,2.53
Walking,6.13,2.96,2.18
Walking,-2.26,10.8,-2.45
Walking,4.94,2.72,-1.4165162
Standing,2.72,9.3,2.83
Standing,-1.99,9.19,3.3
Jogging,-1.18,3.79,1.879608
Jogging,-5.43,12.91,1.3756552
Standing,-0.91,9.89,-0.5
Standing,-1.12,9.43,-0.42
Walking,-7.89,11.45,-6.2108784
Jogging,11.41,12.03,-2.87
Jogging,9.81,-5.82,-0.14982383
Walking,-7.27,6.63,-6.28
Standing,1.76,9.85,1.0351465
Walking,-3.79,3.11,-1.69
Standing,-7.86,5.71,-0.76
Jogging,-5.79,19.57,-14.37
Jogging,1.42,14.14,0.08172209
Jogging,19.5,2.91,0.040861044
Standing,-1.76,9.47,2.68
Standing,-1.27,9.92,-1.31
Walking,-4.63,4.33,6.17
Standing,-0.57,9.62,0.65
Standing,-6.4,7.5,1.57
Walking,-3.6,10.73,-4.71
Jogging,4.99,-4.02,8.47
Walking,6.44,12.11,-1.18
Jogging,-0.38,7.12,-4.5219555
Jogging,-10.5,-3.41,-4.56
Jogging,-6.36,6.24,0.27
Jogging,7.59,17.73,6.93
Standing,2.64,9.23,-0.84
Jogging,-1.38,-7.31,1.23
Walking,1.8,6.09,-2.8738933
Walking,2.11,11.6,-4.7535014
Jogging,-19.23,-16.93,-2.68
Standing,-0.99,9.47,-0.38
Jogging,9.15,-1.73,-0.46
Standing,-1.27,9.38,0.99
Jogging,-19.23,0.8,-8.58
Jogging,6.63,19.31,-2.37
Standing,-1.73,9.58,1.46
Walking,8.81,8.85,0.19
Standing,-1.18,9.85,1.92
Jogging,-4.9,6.17,-1.61
Walking,-3.34,8.43,4.06
Walking,0.10896278,12.489859,0.08172209
Walking,-4.37,11.3,4.48
Walking,-3.26,19.31,3.568531
Standing,-0.69,9.53,2.5333846
Walking,6.55,0.53,8.69
Walking,-2.79,13.72,-1.08
Jogging,0.34,19.57,12.980191
Walking,3.06,7.67,-1.56634
Walking,3.41,2.03,-0.10896278
Standing,-8.24,5.86,-0.5
Jogging,14.21,20.04,-13.48
Standing,-1.46,9.77,1.61
Walking,1.04,17.5,-0.65
Jogging,2.3,-4.75,-9.7
Standing,-1.14,9.34,1.14
Walking,-6.82,0.38,-3.45
Standing,0.84,9.96,0.27
Walking,-3.06,6.74,-2.070293
Jogging,-5.67,7.5,11.69
Jogging,5.94,-0.42,-7.43671
Walking,4.99,5.33,-2.7240696
Jogging,-0.93,-1.27,-2.56
Jogging,-1.8,18.62,-2.070293
Walking,4.37,13.95,3.6
Standing,2.83,9.28,2.96
Walking,3.17,4.99,0.53119355
Walking,-1.99,2.98,0.95
Walking,6.7,1.84,-1.23
Standing,-1.57,9.47,2.8330324
Walking,0.91,13.82,0.72
Walking,-6.24,7.01,-1.53
Standing,-4.52,8.85,0.27
Standing,-0.15,9.96,0.65
Standing,2.41,9.38,2.83
Jogging,-2.22,19.31,3.91
Standing,-0.08,9.92,1.42
Standing,-1.31,9.53,2.79
Walking,3.87,7.5,-4.2086873
Standing,-1.18,9.51,2.87
Jogging,-4.18,15.7,7.5456724
Standing,3.72,9.19,-2.14
Walking,-5.18,18.5,1.7570249
Walking,1.27,9.04,-1.1168685
Jogging,-5.94,2.53,-2.22
Walking,0.76,11.96,-2.2609777
Walking,-0.99,2.07,-1.69
Jogging,-1.54,-19.53,6.05
Walking,-0.34,5.63,-1.31
Walking,15.83,-10.76,-2.98
Jogging,-19.53,18.73,-5.63
Standing,-1.33,9.96,0.65
Standing,-5.37,8.01,-1.23
Standing,-1.08,9.72,2.76
Walking,0.19,6.97,7.4639506
Walking,7.27,9.58,0.53
Jogging,-2.96,2.96,7.1234417
Jogging,18.66,-7.97,-5.366417
Walking,3.95,12.41,1.1441092
Walking,-2.22,10.73,1.5
Jogging,-2.18,2.72,0.04
Standing,-5.43,7.82,-1.23
Walking,0.5,11.65,-0.040861044
Walking,4.82,-2.56,1.3756552
Standing,-1.14,9.34,1.31
Standing,-5.05,8.35,0.84
Walking,6.66,4.63,-0.95342433
Walking,-1.76,7.46,-1.23
Standing,3.49,9.34,-2.03
Jogging,5.43,3.45,1.73
Jogging,-10.61,12.76,-4.52
Jogging,-5.13,2.15,1.23
Walking,1.42,10.15,-0.19
Jogging,-7.86,1.95,-0.53119355
Walking,10.38,12.57,-0.84
Walking,0.34,4.63,3.76
Standing,-0.15,10.04,1.23
Standing,-1.31,9.77,0.46
Walking,4.86,12.11,3.486809
Jogging,5.41,15.36,-3.405087
Jogging,-7.12,-0.46,-0.6537767
Standing,-1.14,9.92,-0.8
Walking,-4.25,5.83,0.8036005
Jogging,-11.54,-8.08,-8.43
Standing,-1.95,9.58,-1.23
Standing,1.08,9.96,0.38
Jogging,8.69,12.57,8.962189
Jogging,9.34,-8.05,-0.57
Walking,-5.48,4.14,0.10896278
Walking,13.25,-3.98,-6.55
Walking,8.35,7.21,2.41
Jogging,-2.37,-0.3,-5.597963
Jogging,10.34,16.55,-0.34
Walking,3.15,9.62,-1.4165162
Walking,9.3,3.57,0.23154591
Walking,2.79,7.55,-0.91
Jogging,8.58,6.44,-0.5
Jogging,-10.92,13.4,0.10896278
Standing,-5.56,7.86,-1.27
Jogging,2.53,-0.53,-4.2495484
Jogging,-5.24,-1.33,12.95
Walking,6.05,9.51,1.18
Walking,5.98,12.49,0.27
Walking,1.95,11.5,1.3075534
Walking,17.43,3.49,2.53
Jogging,-7.89,19.72,-4.21
Standing,-1.18,9.34,-0.38
Jogging,0.34,4.9,-3.64
Jogging,-0.23,19.76,3.15
Jogging,3.38,0.5,-1.6480621
Walking,-0.08,12.76,3.8681788
Jogging,-3.06,16.04,2.152015
Walking,-2.72,8.2,-1.08
Standing,-1.23,9.23,-0.72
Jogging,-6.02,2.49,0.0
Standing,-0.89,9.66,2.98
Walking,-2.3,7.35,-2.34
Standing,1.99,9.58,1.14
Standing,-6.7,7.06,0.53
Walking,3.49,13.44,-0.34
Walking,-3.72,2.15,-8.58
Walking,-2.37,5.33,0.11
Jogging,-7.65,9.08,-6.973618
Jogging,-5.67,9.96,1.2258313
Standing,-1.23,9.7,2.34
Walking,-0.8,0.69,-6.93
Walking,2.98,5.24,-2.79
Jogging,19.57,19.57,-13.48
Walking,0.89,11.03,1.4165162
Standing,-0.57,9.34,2.4516625
Jogging,11.22,0.93,1.12
Jogging,-0.46,1.08,-12.18
Walking,-6.74,6.36,-2.91
Standing,-4.71,8.12,-0.15
Jogging,-19.23,7.35,3.98
Standing,0.99,10.0,-0.34
Jogging,-0.46,18.31,12.68
Standing,-0.89,9.66,3.02
Walking,0.95,13.48,0.8
Jogging,0.0,19.57,-4.02
Jogging,19.53,4.86,-5.012288
Walking,1.4982382,11.495573,-1.56634
Standing,-1.12,9.38,1.42
Standing,5.86,6.89,-0.08
Jogging,0.65,2.11,-0.88532263
Standing,-5.41,8.05,-0.89
Jogging,13.33,16.74,-2.6423476
Standing,-6.63,7.25,1.46
Standing,-7.12,6.44,0.65
Walking,-2.45,11.18,1.73
Jogging,-10.65,19.11,-5.9793324
Jogging,-9.81,10.88,-2.56
Standing,1.69,9.43,0.11
Jogging,-0.91,19.57,-2.6423476
Walking,-0.46,5.67,1.2258313
Standing,0.15,9.92,1.18
Walking,1.08,5.71,-1.56634
Jogging,5.48,8.08,4.75
Standing,-1.31,9.47,2.3426998
Jogging,15.4,-3.72,-2.45
Jogging,0.57,-3.02,7.12
Walking,-0.04,9.58,2.6832085
Standing,-0.84,9.38,2.7240696
Jogging,3.49,2.96,1.27
Jogging,2.83,9.0,-5.6
Walking,9.96,2.53,5.37
Jogging,-2.72,6.74,0.50395286
Standing,0.04,9.92,1.31
Standing,-3.64,8.47,-1.12
Jogging,-19.08,10.34,7.63
Standing,-1.23,9.89,-0.84
Walking,-1.14,0.53,-3.445948
Walking,7.06,10.61,-3.95
Jogging,-4.52,1.46,1.23
Walking,-7.08,9.7,-0.08
Walking,-7.78,9.08,-2.49
Jogging,-18.47,13.38,-3.15
Walking,-3.64,13.87,-2.37
Jogging,15.43,-4.71,10.15
Jogging,2.91,19.46,3.11
Jogging,-4.99,9.77,-3.9499009
Jogging,17.2,-5.05,7.35
Walking,1.8,16.4,-4.71
Jogging,1.23,0.19,3.53
Jogging,-0.08,2.6,-4.7943625
Walking,-2.87,6.36,1.879608
Jogging,4.21,-19.61,0.76
Standing,0.19,10.0,0.61
Walking,1.18,12.79,2.6423476
Walking,1.95,7.74,1.33
Walking,-5.94,0.08,-3.9090397
Walking,-5.86,7.08,-0.08
Standing,0.04,9.96,1.42
Standing,-0.8,9.72,1.5
Jogging,0.31,3.17,-0.5
Jogging,2.11,-2.96,-1.92
Walking,-10.57,15.09,-6.742072
Jogging,-18.35,18.16,-2.79
Walking,1.14,12.26,-1.7570249
Jogging,-9.81,-0.34,3.2961242
Standing,-1.14,9.92,0.46
Jogging,-3.21,14.82,0.31
Standing,0.11,9.89,1.46
Walking,3.26,7.74,-3.11
Standing,-0.42,9.92,0.95
Standing,-1.04,9.58,2.3426998
Jogging,7.7,19.53,5.37
Walking,0.95,1.42,-1.76
Jogging,14.29,-8.35,12.22
Walking,-0.46,13.76,-0.15
Jogging,-2.91,2.41,2.96
Jogging,3.98,6.17,10.84
Jogging,-18.01,16.47,2.2609777
Walking,6.47,12.68,-2.87
Standing,-4.99,8.43,-0.15
Jogging,5.22,18.77,-6.66
Walking,13.02,3.11,-3.7864566
Jogging,16.63,3.49,9.3
Jogging,-1.65,3.41,-0.99
Jogging,1.88,19.5,-8.85
Walking,-7.21,6.21,1.7978859
Jogging,-19.61,-15.98,-3.98
Standing,-1.27,9.34,1.04
Jogging,-19.23,17.05,-0.11
Jogging,10.69,1.08,3.9499009
Walking,0.19,10.19,-3.64
Walking,4.4,11.56,-0.34
Walking,-2.49,8.01,-1.61
Jogging,-7.31,13.4,-7.3549876
Jogging,-1.18,11.14,0.15
Jogging,2.22,19.46,5.8567495
Walking,3.53,12.18,-1.14
Standing,4.06,8.47,-0.08
Standing,-0.38,10.0,0.93
Standing,-0.23,9.89,1.04
Standing,-1.08,10.0,1.12
Walking,4.06,10.34,-5.09
Walking,7.78,10.76,3.445948
Standing,-7.12,6.74,1.33
Standing,3.68,7.93,0.19
Standing,-1.18,9.38,1.38
Walking,7.16,9.19,-4.440233
Standing,-1.23,9.62,2.37
Jogging,2.79,-10.8,0.0
Jogging,-0.5,-4.94,-8.390134
Standing,-1.04,9.72,0.9942854
Standing,0.89,9.85,0.0
Walking,13.59,-0.72,-13.78
Standing,-7.89,5.71,-1.46
Standing,-0.04,10.0,0.53
Jogging,-5.37,-7.08,-0.08
Walking,-0.15,8.39,-2.56
Standing,3.45,9.34,-2.18
Standing,2.37,9.43,2.91
Walking,9.23,14.29,-1.12
Walking,3.98,7.67,-2.11
Jogging,-1.8,1.61,-0.61
Walking,4.37,9.43,-1.334794
Standing,-1.12,9.38,-0.42
Standing,3.53,9.38,-1.92
Jogging,-14.18,15.21,3.3778462
Standing,-4.99,8.08,-1.23
Jogging,0.95,-3.06,0.19
Walking,6.02,10.34,-3.79
Walking,8.96,6.17,9.51
Walking,8.24,4.9,-1.4982382
Standing,-8.12,5.48,-0.5
Jogging,4.44,17.27,-4.9
Walking,-0.72,7.21,-0.65
Standing,2.75,8.08,0.69
Standing,-1.08,9.34,1.33
Walking,12.41,11.8,3.34
Standing,-0.84,9.43,2.7921712
Standing,-1.14,9.51,3.06
Jogging,1.33,5.67,1.2666923
Walking,-7.89,6.47,-1.99
Jogging,1.5,19.57,-10.42
Walking,-3.38,7.31,6.21
Standing,-1.88,9.66,1.88
Jogging,-2.64,17.27,-2.8330324
Standing,3.17,7.67,-0.72
Walking,13.87,1.57,-1.7570249
Walking,4.1,10.04,0.72
Walking,5.9,6.74,0.0
Jogging,5.67,16.13,-4.140586
Standing,-8.24,5.83,-0.65
Standing,-0.89,9.47,2.7240696
Standing,-1.42,9.72,0.76
Jogging,1.54,6.09,-5.47538
Jogging,-3.57,12.79,0.040861044
Walking,15.55,-9.92,-16.13
Standing,-0.15,9.92,-0.34
Jogging,-10.61,2.83,14.67
Standing,1.95,10.0,0.15
Jogging,0.42,1.8,-3.06
Jogging,-3.26,19.19,1.88
Standing,-1.18,9.43,-0.53
Standing,-1.46,9.19,1.92
Walking,-6.82,17.01,14.33
Jogging,3.83,3.02,2.53
Standing,-0.5,9.92,0.46
Jogging,1.76,-1.95,-1.2666923
Standing,5.82,6.44,-0.38
Walking,1.69,9.11,-1.95
Standing,-1.76,9.66,2.34
Walking,6.47,10.8,-1.607201
Standing,2.53,8.81,0.42
Jogging,-10.27,-4.06,-7.16
Standing,-1.14,9.58,2.56
Standing,-1.99,9.7,-0.95
Jogging,-17.88,15.7,5.5162406
Jogging,-4.99,2.11,2.56
Standing,-8.12,5.83,-0.08
Walking,1.18,8.69,9.765789
Walking,3.6,11.75,0.08172209
Walking,-0.23,4.94,-2.11
Jogging,-2.91,11.11,1.33
Walking,3.02,8.58,0.84
Walking,-8.69,13.59,6.13
Jogging,1.27,-0.3,0.84
Standing,-0.69,9.96,0.57
Jogging,-14.02,11.45,-4.56
Walking,4.33,6.85,-2.6014864
Standing,-0.99,9.96,0.65
Walking,8.96,8.12,0.61291564
Jogging,-3.83,0.95,-0.04
Walking,1.95,4.82,-0.38
Walking,-0.5,9.66,0.46
Standing,-1.65,9.7,-1.27
Walking,4.79,7.44,0.31
Standing,-1.23,9.38,-0.53
Jogging,5.56,10.5,1.61
Walking,-2.6,11.5,-1.12
Jogging,2.3,2.68,-8.5
Walking,-2.6,1.18,-1.1441092
Standing,0.95,9.96,0.34
Walking,6.05,3.95,-0.5720546
Standing,-6.17,7.27,-1.54
Jogging,-0.53,6.63,2.0294318
Walking,-8.08,-6.13,-1.1849703
Standing,-1.08,9.58,2.49
Standing,0.34,9.81,-0.95342433
Standing,0.04,10.0,-0.15
Standing,-1.33,9.34,1.23
Standing,3.21,9.47,-2.07
Walking,-2.6,2.72,0.08172209
Walking,7.93,4.6,-0.7627395
Standing,-0.04,9.89,1.31
Standing,-5.22,8.12,1.27
Jogging,4.79,18.92,-14.06
Jogging,-4.02,0.46,-6.238119
Standing,-1.31,9.43,2.87
Standing,6.17,6.89,-0.08
Jogging,-7.12,7.01,-0.46
Walking,17.35,9.19,1.1441092
Standing,-1.27,9.43,2.5606253
Jogging,-2.79,5.05,-0.50395286
Standing,-8.12,5.67,-0.99
Jogging,-9.0,16.89,4.7126403
Walking,1.42,10.53,4.37
Jogging,-15.89,-6.32,4.6
Jogging,-0.04,0.53,-0.5
Jogging,-12.95,-1.33,0.38136974
Standing,3.68,9.28,-2.03
Standing,2.22,9.66,0.15
Jogging,4.75,-5.71,3.718355
Jogging,-15.02,-12.18,0.46
Standing,2.41,9.34,2.79
Standing,-1.18,9.23,1.57
Standing,-1.38,9.85,0.53
Jogging,-3.91,1.88,-5.05
Walking,4.25,7.31,-1.23
Jogging,3.53,-0.57,-1.33
Walking,1.57,7.74,0.38136974
Walking,-3.98,12.26,6.82
Jogging,0.11,0.0,5.43
Jogging,-4.37,0.46,-6.44
Walking,0.72,13.06,0.3405087
Jogging,1.42,-5.09,3.95
Standing,6.28,6.93,-0.15
Standing,-1.14,9.38,-0.23
Standing,2.64,9.3,2.91
Standing,-4.99,8.43,-0.11
Jogging,-19.04,14.67,8.47
Jogging,13.57,7.74,1.88
Standing,9.19,4.29,1.14
Standing,-2.11,9.66,3.41
Jogging,18.43,-4.75,5.7886477
Jogging,13.91,2.56,-2.4108016
Walking,3.64,12.26,-3.2961242
Standing,-0.08,9.92,1.46
Walking,-7.08,14.79,3.34
Jogging,-16.78,12.57,5.18
Walking,0.27,16.21,-4.3312707
Jogging,-19.0,-1.84,-0.08
Standing,-1.04,9.38,-0.53
Walking,8.54,14.37,-2.2609777
Jogging,-0.42,-10.42,-7.27
Standing,-1.65,9.7,1.73
Standing,-2.11,9.62,-0.95
Standing,3.6,9.19,-2.18
Standing,-0.04,9.85,1.57
Walking,-1.31,8.47,-0.3
Jogging,-3.3,1.42,-2.72
Jogging,6.85,6.7,8.430995
Standing,2.49,9.34,3.02
Jogging,-0.89,-5.67,-3.7864566
