activity,x-axis,y-axis,z-axis
Walking,2.49,9.51,2.6014864
Jogging,3.21,-4.82,-0.19
Standing,0.08,9.85,1.46
Standing,-0.72,10.31,0.6537767
Walking,6.4,1.38,-1.12
Walking,0.11,11.56,1.84
Standing,-1.14,9.15,1.46
Walking,7.82,6.7,-1.3075534
Jogging,3.79,10.23,7.4639506
Walking,2.14,4.14,0.8
Walking,5.37,8.28,-3.11
Walking,0.61,7.01,-1.4982382
Walking,17.69,6.17,0.27
Jogging,4.56,-4.52,0.7627395
Walking,-7.59,19.11,-1.18
Jogging,4.29,3.87,-15.28
Walking,1.95,10.76,-1.92
Walking,2.83,5.98,0.92618364
Jogging,13.57,19.5,9.96
Jogging,-1.76,6.66,-2.45
Jogging,-7.65,-13.14,-6.09
Walking,-2.91,17.97,-3.9771416
Standing,3.41,9.47,-1.99
Walking,7.08,8.85,0.23
Standing,-1.33,9.43,2.4925237
Walking,-1.69,10.27,4.25
Walking,9.3,13.57,-2.1111538
Walking,2.6,5.09,-0.95342433
Standing,1.12,9.92,0.34
Jogging,0.99,-1.88,-3.64
Walking,-0.27,7.74,0.0
Walking,-7.04,15.83,8.812365
Walking,-5.28,10.27,-0.6946377
Jogging,-12.26,-1.53,-1.54
Walking,2.11,9.66,0.95342433
Standing,-6.44,7.44,0.99
Jogging,8.73,4.94,6.09
Jogging,-8.880466,19.531578,3.173541
Walking,-4.9,15.13,0.7627395
Jogging,-4.75,17.77,6.02
Jogging,10.38,-5.75,11.985906
Jogging,-12.83,7.01,6.21
Standing,1.04,9.96,0.42
Standing,-0.99,9.53,3.06
Jogging,2.18,11.73,-0.5
Standing,0.93,9.47,2.49
Standing,-0.04,9.89,1.38
Standing,0.99,9.92,0.46
Jogging,-6.51,1.08,5.01
Jogging,0.19,-3.34,2.98
Walking,-1.84,11.75,-2.76
Walking,-4.02,5.09,-3.3
Standing,-1.08,9.3,1.57
Standing,-0.93,9.3,1.33
Walking,5.56,7.86,-5.47538
Standing,-1.53,9.81,0.34
Jogging,-9.3,9.43,12.56
Jogging,2.91,14.98,-0.61
Standing,-1.27,9.43,3.21
Standing,-0.95,9.47,-0.42
Standing,-1.95,9.66,-1.04
Standing,3.49,9.28,-1.99
Standing,-5.09,8.24,1.46
Standing,-8.24,5.01,-1.33
Standing,-1.38,9.28,2.98
Standing,0.08,9.81,1.5
Standing,-1.12,9.89,-0.8
Jogging,1.84,-1.31,0.7627395
Walking,6.74,13.72,-3.568531
Walking,13.33,2.03,-8.689782
Jogging,-5.98,-1.69,-2.87
Walking,2.49,4.71,-3.255263
Standing,-5.18,8.2,1.38
Walking,-4.86,12.87,0.23
Standing,1.69,9.81,1.0351465
Jogging,-4.86,17.39,-1.2666923
Jogging,-2.64,8.05,3.17
Jogging,-0.57,8.31,-1.7297841
Jogging,-9.49,4.33,4.33
Jogging,-0.46,2.53,-3.405087
Jogging,7.93,3.26,1.04
Jogging,-1.18,3.02,-3.7864566
Walking,-4.44,12.11,-7.014479
Standing,-1.18,9.28,1.33
Jogging,-8.66,12.18,-15.51
Standing,-1.12,9.28,1.38
Walking,-0.38,8.92,-0.53
Walking,4.48,7.55,2.5606253
Standing,-1.38,9.77,0.65
Walking,2.56,7.31,2.26
Standing,-5.48,7.86,-1.31
Walking,-2.68,8.01,-4.7943625
Jogging,-4.33,-6.47,12.18
Standing,0.53,9.92,-0.88532263
Walking,-13.67,3.64,-2.72
Walking,0.23,7.27,5.938472
Walking,-1.61,7.78,-1.95
Walking,-2.53,9.81,-0.72
Standing,-7.08,6.78,1.38
Walking,-6.4,11.84,-2.68
Standing,-7.97,5.52,-0.8
Jogging,1.95,-2.98,-0.72
Standing,-1.42,9.43,2.87
Jogging,-13.21,-15.66,6.05
Jogging,7.63,12.83,10.800936
Jogging,-1.8,6.85,4.0588636
Jogging,-11.75,-2.03,-0.53119355
Standing,-0.8,9.47,2.7240696
Walking,-0.46,11.92,-1.6889231
Walking,6.66,6.7,-3.98
Standing,-1.04,9.3,1.18
Jogging,7.27,18.77,3.718355
Jogging,-19.61,-16.93,-4.630918
Walking,-7.12,17.67,-3.87
Jogging,-9.7,-9.72,-12.53
Jogging,-6.21,11.22,0.61
Standing,-0.89,9.81,1.56634
Standing,0.99,9.96,0.27
Standing,-1.14,9.43,-0.42
Standing,-0.93,9.47,-0.42
Walking,-0.27,8.66,-0.5
Jogging,14.82,6.7,-1.1849703
Walking,2.34,12.72,1.2666923
Jogging,-7.86,14.71,9.234595
Walking,8.89,19.38,2.7921712
Jogging,3.57,7.46,-0.95
Standing,1.99,9.53,0.38
Standing,2.96,9.53,-0.53
Walking,-2.03,5.56,-2.3426998
Standing,-1.53,9.58,2.64
Standing,-5.56,8.43,-0.19
Walking,0.5,3.45,-2.8738933
Walking,-0.34,7.89,-3.21
Jogging,-0.31,15.75,-4.9
Standing,-0.11,9.85,1.42
Standing,-0.23,10.0,0.57
Walking,8.12,3.15,2.6
Walking,0.08,8.96,-0.34
Standing,-1.08,9.34,1.18
Standing,2.45,9.38,2.87
Standing,-5.09,7.89,-1.31
Jogging,-8.5,19.57,2.68
Standing,1.54,9.92,1.0760075
Jogging,-11.41,20.04,3.3
Jogging,5.24,5.33,3.57
Jogging,10.04,3.79,-5.33
Jogging,17.92,-0.04,11.45
Walking,0.42,13.29,1.4573772
Walking,1.27,11.3,7.12
Jogging,2.45,19.53,-2.87
Standing,-0.11,10.12,-0.46
Standing,-4.94,8.54,-0.15
Walking,2.45,8.92,-0.5720546
Jogging,-17.54,-19.61,16.74
Standing,-1.33,9.81,0.53119355
Standing,-3.34,8.35,-1.18
Standing,-1.08,9.43,-0.42
Jogging,18.24,0.27,11.264028
Walking,14.82,-13.76,1.54
Standing,6.21,7.01,-0.31
Jogging,-6.7,-3.68,-4.59
Standing,8.08,4.44,1.18
Jogging,-0.11,-9.23,-6.2108784
Jogging,-2.72,-1.46,-2.4516625
Jogging,-2.41,19.57,-5.28
Jogging,8.66,12.98,3.34
Jogging,-0.27,5.56,-0.23154591
Walking,7.5,3.72,-1.42
Jogging,-0.19,-1.95,0.04
Walking,16.44,11.41,11.836082
Walking,7.46,7.44,-3.87
Standing,2.6,9.11,0.04
Standing,-0.93,9.38,-0.46
Jogging,19.57,14.33,0.65
Jogging,-19.23,1.54,-3.15
Standing,-5.13,8.2,1.46
Walking,8.12,15.66,-0.14982383
Standing,-1.61,9.34,3.06
Standing,-0.04,9.89,1.38
Jogging,-11.41,-2.45,-0.04
Jogging,-6.7,8.73,-7.67
Walking,-4.06,3.91,-2.6832085
Walking,3.255263,12.367276,-1.2666923
Jogging,9.15,16.97,13.797412
Walking,5.79,7.08,0.84
Walking,5.33,9.51,-0.11
Walking,7.21,4.56,-2.15
Standing,7.27,5.13,-0.08
Walking,8.58,4.06,0.08172209
Jogging,5.75,-3.6,5.407278
Walking,0.23,9.85,-1.4165162
Jogging,4.44,5.86,2.3
Standing,-1.12,9.58,2.49
Standing,-5.05,8.43,-0.3
Standing,-1.23,9.3,1.27
Standing,3.79,8.35,-0.04
Walking,3.64,3.91,-2.83
Jogging,-15.05,-11.5,7.16
Standing,-0.3,9.92,0.84
Standing,0.95,9.92,0.31
Jogging,9.96,2.56,2.4925237
Jogging,-16.55,-7.27,17.08
Jogging,14.29,10.88,8.689782
Jogging,1.8,19.5,-7.59
Jogging,2.49,11.8,7.89
Walking,-12.83,4.75,-1.04
Standing,-0.04,9.85,1.46
Jogging,15.83,-8.35,-0.14982383
Walking,-2.76,3.95,1.18
Walking,-6.4,4.25,1.31
Jogging,5.94,19.53,-1.04
Jogging,16.126492,13.988097,1.1168685
Jogging,3.49,-6.59,-6.24
Jogging,6.02,8.54,-2.87
Jogging,13.33,-6.17,15.363752
Walking,3.26,8.01,-2.22
Jogging,-2.83,18.89,0.65
Standing,3.87,8.5,-0.11
Jogging,0.23,-1.69,-0.69
Jogging,4.56,9.53,-3.76
Walking,2.22,8.73,1.6480621
Walking,2.53,6.85,-3.173541
Standing,-5.28,8.08,1.27
Walking,-3.11,11.22,-2.8330324
Jogging,-0.76,-6.55,-14.206022
Walking,7.44,10.04,3.0237172
Jogging,-0.04,19.08,14.410328
Jogging,0.72,-11.99,-0.04
Jogging,16.74,2.49,0.95
Standing,-0.38,10.04,-1.0760075
Jogging,-3.11,-6.97,12.3
Walking,8.39,4.25,-0.29964766
Standing,-1.04,9.34,-0.23
Standing,0.95,9.92,0.27
Standing,-0.84,9.72,1.54
Walking,-4.4,9.15,4.399372
Standing,2.72,9.53,1.76
Standing,-1.38,9.38,2.53
Jogging,12.18,6.09,-0.04
Jogging,16.74,-8.81,3.21
Standing,-7.08,6.85,1.27
Jogging,19.38,-3.26,7.12
Jogging,3.45,-1.65,-1.18
Walking,1.04,8.05,-1.08
Standing,-1.38,9.28,1.14
Standing,-1.08,9.43,-0.53
Walking,0.34,9.38,-1.2258313
Walking,5.94,3.38,-1.33
Standing,-1.8,9.66,-1.27
Standing,-4.94,8.43,-0.11
Jogging,-2.07,-13.87,-0.88532263
Jogging,-0.27,-3.76,-10.5
Jogging,-6.05,18.28,-0.3
Standing,-2.03,9.66,1.14
Standing,-1.76,9.7,-1.18
Walking,3.41,12.64,5.86
Standing,-3.06,8.5,-0.93
Walking,1.38,2.87,-2.45
Jogging,-10.42,2.11,-9.92
Standing,-4.94,8.47,-0.27
Walking,0.0,3.3,-1.8
Jogging,2.7649305,8.539958,-2.1792557
Walking,-0.72,9.43,-2.37
Jogging,-5.33,9.28,-1.4982382
Walking,0.42,13.59,-1.84
Standing,7.82,4.75,1.27
Walking,5.18,7.63,-2.3018389
Jogging,1.46,-6.47,-17.583868
Walking,10.34,8.08,1.2258313
Standing,2.03,9.66,-0.72
Standing,-2.3,10.08,1.3075534
Standing,-1.31,9.38,1.1168685
Jogging,-3.45,6.02,-1.33
Jogging,-7.04,2.83,-12.07
Standing,-1.65,9.51,2.41
Jogging,-5.01,-0.89,-0.42
Jogging,-1.27,-1.14,-5.8158884
Jogging,8.89,-1.46,-1.4982382
Jogging,-9.62,7.7,-0.89
Standing,-5.22,8.2,1.33
Walking,8.96,10.08,0.95
Standing,-7.55,6.36,1.12
Jogging,6.13,8.77,2.7240696
Jogging,-9.85,4.33,2.64
Jogging,-8.08,3.41,3.568531
Standing,1.5,9.96,0.84446156
Standing,-0.15,9.96,0.8
Jogging,-9.43,8.73,-5.24
Walking,-9.96,13.18,-2.4108016
Walking,-2.45,1.95,-3.6774938
Jogging,-15.64,19.27,-0.8
Jogging,-1.04,8.89,-0.27240697
Standing,-6.02,7.67,1.57
Jogging,-1.88,-0.3,2.1792557
Standing,-1.27,9.77,0.8
Walking,3.57,15.02,-0.04
Jogging,8.73,19.57,0.53119355
Standing,0.08,9.85,1.5
Jogging,17.27,10.95,-2.8738933
Jogging,5.79,19.23,1.99
Jogging,0.42,-2.45,1.8
Jogging,2.03,-4.1,-8.43
Jogging,-14.94,12.15,-5.47538
Standing,-1.88,9.7,-0.76
Standing,-3.21,8.58,-1.31
Jogging,-18.54,-2.3,-4.14
Jogging,-1.88,-1.92,-5.6
Walking,-3.36,12.41,-1.7297841
Walking,0.72,12.26,3.0237172
Walking,-5.86,5.52,-5.41
Walking,-9.89,17.27,-1.53
Jogging,-4.21,5.09,-6.36
Jogging,16.66,11.41,-3.2961242
Walking,3.15,10.76,0.89
Walking,2.45,18.66,-1.73
Walking,6.28,5.22,5.829509
Standing,-0.08,9.96,0.95
Standing,-0.95,9.34,2.7649305
Jogging,-16.13,15.32,-4.37
Standing,2.22,9.11,0.04
Standing,1.04,9.92,0.34
Standing,1.95,9.08,1.5
Jogging,1.8,7.74,1.4165162
Jogging,-2.18,-4.44,-14.818938
Jogging,-1.31,11.07,-0.95
Walking,4.99,7.63,-0.57
Standing,-1.65,9.43,2.6
Walking,-3.06,14.06,4.14
Jogging,4.9,13.21,3.3
Walking,-3.3,2.26,-3.45
Walking,1.88,11.54,-0.19
Walking,-0.23,1.76,0.14982383
Jogging,1.99,-6.36,-4.18
Standing,0.95,9.89,-1.2258313
Standing,-2.56,9.66,1.33
Jogging,17.24,0.76,-5.284695
Jogging,-5.24,9.43,3.83
Standing,-1.04,9.34,1.61
Jogging,10.19,7.74,-4.18
Jogging,-15.36,15.98,-10.08
Walking,-4.29,2.87,-3.06
Walking,-0.11,6.55,1.92
Jogging,-17.54,16.66,-1.0351465
Jogging,-3.173541,14.015338,5.706926
Standing,3.45,9.34,-1.95
Jogging,0.38,16.59,18.58
Standing,-4.82,8.43,-0.27
Walking,-11.41,17.54,8.16
Walking,0.31,17.01,-6.238119
Jogging,-1.99,0.69,-5.243834
Jogging,-0.8,16.28,-1.14
Standing,-4.86,8.47,-0.19
Jogging,-1.61,2.26,0.53
Standing,1.14,9.92,0.23
Standing,0.46,10.04,-1.334794
Walking,1.73,8.85,2.1792557
Walking,6.05,7.78,-0.8
Walking,-4.48,12.07,-2.45
Standing,-1.88,9.72,-0.84
Jogging,0.04,-7.04,-2.11
Jogging,-7.59,6.17,1.46
Standing,-1.12,9.66,2.68
Jogging,5.82,1.76,9.77
Standing,-5.63,7.78,-1.31
Standing,-1.76,9.19,3.49
Jogging,7.27,9.38,1.76
Walking,4.79,10.15,3.0645783
Standing,-1.31,9.81,0.8
Walking,14.75,-3.21,6.82
Walking,2.07,6.93,5.37
Walking,3.06,14.48,3.17
Standing,0.08,9.96,0.04
Standing,-0.04,9.89,1.54
Walking,-1.61,8.16,-0.19
Standing,1.08,9.89,0.27
Jogging,-12.41,5.52,10.0
Jogging,-1.73,8.16,-1.6480621
Standing,2.49,9.38,2.87
Jogging,11.11,17.77,-2.6
Jogging,6.66,-18.35,11.56
Standing,1.69,10.04,0.6946377
Walking,2.49,4.06,-2.9556155
Jogging,4.9,11.8,8.01
Jogging,-5.6,3.6,0.11
Walking,-1.33,7.06,-2.41
Jogging,1.53,-0.5,2.41
Walking,-1.42,8.89,-1.04
Jogging,-2.18,-2.03,-1.18
Walking,-2.56,16.74,-3.9090397
Standing,-6.21,7.4,-1.65
Walking,6.89,8.16,-0.14982383
Standing,-1.18,9.3,1.23
Jogging,-19.23,-4.02,-1.92
Walking,-7.97,2.49,-3.9771416
Walking,-1.42,9.47,7.8180795
Standing,2.68,9.38,-0.42
Standing,-0.34,9.85,1.12
Walking,9.38,6.85,-3.7864566
Walking,-3.21,13.76,-7.46
Walking,10.27,11.18,-3.45
Jogging,-6.55,15.21,-12.56
Walking,2.83,3.6,-3.759216
Walking,-2.34,10.0,-4.0180025
Walking,0.69,7.93,-2.7921712
Walking,-3.53,7.4,-0.27
Walking,-1.8,11.75,1.46
Walking,-2.64,8.92,-0.8
Walking,12.79,8.08,4.37
Jogging,4.71,5.94,-1.5
Walking,-10.38,10.65,-10.378705
Walking,10.53,13.87,5.52
Walking,1.14,-1.76,-6.4
Walking,3.02,7.67,1.04
Standing,-7.86,6.02,-0.72
Standing,2.91,8.77,-0.46
Jogging,-16.78,15.4,4.372132
Jogging,-1.04,19.57,-11.75
Standing,-0.76,9.47,2.7240696
Jogging,-19.23,-5.79,-4.1
Standing,3.6,9.28,-1.92
Jogging,-7.25,5.41,-1.18
Standing,-0.5,9.89,1.65
Walking,-4.56,11.03,1.99
Standing,6.51,6.17,1.12
Jogging,4.44,12.3,4.99
Walking,1.88,11.5,-2.07
Standing,-3.26,8.54,-0.93
Standing,-1.14,9.53,2.68
Standing,-8.05,5.33,-0.95
Standing,-3.15,8.43,-1.14
Standing,-5.79,7.67,1.53
Jogging,-19.23,-1.31,-3.72
Jogging,-19.23,4.86,-1.76
Walking,2.53,4.14,-2.22
Standing,2.98,8.89,-0.19
Jogging,-10.34,16.93,-4.8216033
Standing,-1.33,9.58,2.11
Walking,8.39,6.74,-2.1792557
Walking,-0.8,5.86,-2.6
Walking,-4.37,5.01,-0.65
Jogging,-2.68,-1.27,-9.697687
Walking,-4.37,2.96,-2.4925237
Standing,-1.04,9.7,1.84
Walking,-4.21,12.07,-2.87
Walking,-3.26,0.5,-4.099725
Standing,-1.27,9.51,2.79
Standing,-1.31,9.77,0.84
Standing,0.99,9.92,0.27
Jogging,-0.08,0.95,-0.15
Walking,-3.02,19.5,5.8976107
Walking,6.66,4.79,5.7477865
Jogging,4.52,-3.3,-9.302697
Jogging,6.63,-11.8,1.57
Walking,12.6,10.34,3.99
Jogging,-5.2,1.92,-3.02
Walking,-0.93,2.79,-0.23
Jogging,-0.19,19.57,-0.08
Walking,-4.48,8.92,3.91
Standing,3.49,9.34,-1.84
Standing,-0.04,9.85,1.46
Jogging,-14.86,2.6,0.19
Standing,-1.12,9.53,2.83
Walking,11.26,4.56,2.2609777
Standing,0.89,10.15,0.84
Standing,2.3,9.23,-0.46
Standing,0.99,9.72,0.8
Standing,-2.72,8.47,-1.33
Standing,-3.02,8.69,-0.53
Jogging,19.0,17.86,2.7240696
Jogging,9.08,-1.88,-1.6480621
Jogging,-11.6,16.55,-11.26
Jogging,15.36,2.76,14.29
Jogging,-12.22,15.28,-2.56
Standing,-1.42,9.43,3.15
Walking,0.99,5.43,2.18
Walking,-1.14,10.08,6.74
Walking,6.28,11.69,2.2609777
Jogging,-6.36,2.11,6.89
Walking,-0.34,13.18,4.4810944
Standing,-1.12,9.47,2.96
Jogging,-4.52,10.0,-3.6774938
Walking,3.02,12.15,1.42
Jogging,-6.7,9.43,-0.53119355
Jogging,9.19,7.12,-0.61
Standing,-0.65,9.51,2.6423476
Jogging,19.53,18.81,-0.040861044
Standing,0.0,9.89,1.46
Jogging,3.3,-4.06,3.2961242
Standing,-1.53,9.81,1.42
Walking,14.94,18.2,14.206022
Jogging,13.63,3.41,5.407278
Standing,0.84,10.19,0.38
Walking,5.9,5.98,-1.14
Walking,3.91,3.95,-3.405087
Standing,3.49,9.34,-2.03
Jogging,12.489859,8.349273,0.313268
Standing,-2.03,9.62,-0.99
Walking,6.09,10.15,-2.4516625
Jogging,12.83,-2.49,4.7535014
Jogging,1.42,3.41,0.38
Jogging,0.95,17.86,0.04
Walking,-2.22,5.37,-2.53
Jogging,-4.25,7.35,-4.671779
Jogging,-15.43,-19.15,-16.02
Jogging,-4.59,14.18,7.7772183
Standing,-1.08,9.43,-0.38
Walking,4.56,0.19,-1.57
Walking,-2.34,10.19,0.46
Walking,3.83,9.47,0.8
Jogging,-12.26,17.73,-3.57
Jogging,5.22,5.24,0.27240697
Jogging,6.55,-3.87,-3.26
Standing,-3.41,8.2,-0.93
Walking,2.6014864,6.0201936,-3.718355
Walking,4.99,7.4,1.920469
Jogging,-19.23,-0.5,-6.78
Standing,2.45,9.81,1.33
Walking,11.07,11.3,0.57
Walking,-5.86,13.25,-0.95
Standing,-0.53,9.96,0.84
Walking,10.19,6.78,-2.49
Walking,5.83,9.85,-1.1849703
Jogging,-0.08,13.57,6.51
Standing,0.65,9.96,-1.46
Standing,-1.99,9.62,-0.99
Standing,-5.48,7.97,-1.5
Walking,-5.09,-0.15,-5.13
Standing,-1.12,10.0,-0.8
Standing,0.65,10.04,-0.9942854
Standing,-1.92,9.04,2.22
Jogging,0.11,13.02,12.07
Standing,-1.04,9.47,-0.38
Standing,-2.14,9.96,0.84446156
Standing,3.57,9.38,-1.92
Walking,2.87,15.89,5.13
Standing,-1.18,9.92,-0.84
Walking,3.57,12.83,5.43
Jogging,12.57,-0.69,-6.742072
Walking,-1.57,2.41,-2.72
Standing,-0.8,9.43,2.6014864
Jogging,7.74,13.8,0.08172209
Standing,-0.61,9.43,2.6832085
Walking,1.18,19.5,-2.96
Standing,-7.35,6.47,0.46
Standing,-1.61,9.19,0.08
Standing,-0.61,9.85,1.23
Standing,-5.67,7.93,-0.38
Walking,-1.31,19.42,-1.23
Standing,0.08,9.89,1.5
Jogging,5.13,15.6,5.09
Walking,-2.34,5.67,0.3405087
Walking,4.33,6.32,1.27
Walking,-0.34,3.87,0.3405087
Standing,-1.04,9.81,1.12
Walking,12.87,-10.57,-4.4
Jogging,-17.39,-8.08,-2.45
Jogging,4.48,9.0,4.9
Walking,1.33,3.91,2.41
Walking,8.05,4.29,0.10896278
Jogging,2.03,-10.19,-2.4108016
Standing,0.04,9.89,1.31
Jogging,4.02,8.58,-1.38
Walking,-2.96,4.82,-3.759216
Standing,-1.14,9.23,1.46
Jogging,2.64,1.12,0.57
Standing,-7.78,6.36,-0.61
Jogging,-5.71,19.53,3.49
Standing,-1.08,9.38,-0.42
Standing,-1.31,9.66,2.87
Walking,3.76,10.0,1.73
Standing,-1.18,9.3,1.33
Walking,2.53,9.43,2.1111538
Jogging,0.5,12.37,2.22
Standing,-1.18,9.96,2.11
Jogging,-5.67,17.5,0.15
Standing,1.04,9.92,0.34
Walking,16.7,-7.59,-3.41
Standing,-1.27,9.51,2.76
Jogging,10.04,-1.95,4.944186
Walking,-8.92,15.55,-1.95
Standing,3.76,8.58,0.04
Standing,-8.12,5.48,-0.69
Standing,-0.04,9.81,1.46
Jogging,-14.71,-2.98,0.57
Walking,-3.21,11.3,-0.46309182
Walking,-2.72,8.77,2.7649305
Jogging,-6.21,0.99,-5.7886477
Standing,-5.22,8.12,1.31
Walking,7.246025,12.299174,-1.6889231
Walking,11.41,2.72,-5.56
Jogging,-0.19,17.62,-1.23
Walking,1.61,9.04,1.5390993
Standing,-1.04,9.81,0.65
Jogging,4.79,-2.49,-5.243834
Walking,3.02,12.83,3.405087
Jogging,9.43,5.13,13.14
Walking,8.24,4.1,-1.92
Walking,4.86,12.26,2.1792557
Standing,-0.65,9.53,2.5333846
Walking,-1.33,11.11,2.4925237
Walking,-0.65,12.83,-4.099725
Walking,-0.5,9.66,-3.41
Standing,-0.69,9.92,0.11
Walking,0.5,3.83,0.92618364
Standing,-5.01,8.24,-1.38
Jogging,11.45,17.08,4.671779
Jogging,3.41,3.91,5.6
Standing,2.37,9.38,2.87
Walking,3.11,9.66,-1.4165162
Jogging,-1.99,8.24,-4.440233
Jogging,17.01,-5.48,16.74
Walking,14.67,-0.65,-11.73
Jogging,-0.57,0.19,-5.71
Jogging,-6.21,4.94,-11.5
Walking,-1.57,5.37,-3.49
Walking,-2.07,9.0,0.7218784
Walking,12.72,12.95,8.853226
Standing,-6.63,7.16,1.61
Standing,1.04,9.92,0.31
Jogging,-12.87,8.96,9.534244
Walking,-0.27,-0.15,-4.71
Walking,5.79,15.66,7.59
Walking,-1.84,11.54,-2.6
Jogging,2.91,0.76,3.336985
Walking,4.82,7.5,-0.19
Walking,8.92,4.33,4.1814466
Jogging,-6.05,-2.6,-2.91
Standing,-1.33,9.43,2.87
Walking,-6.82,10.46,3.26
Walking,-4.79,15.79,14.669114
Walking,1.73,14.06,-2.7921712
Jogging,19.91,0.27,0.15
Standing,-1.33,9.28,2.64
Walking,8.39,7.55,3.9499009
Standing,-4.9,8.39,-0.38
Jogging,9.47,18.05,1.7978859
Standing,-4.48,8.69,-0.42
Jogging,15.21,-18.12,1.92
Jogging,9.11,-17.62,-11.99
Walking,15.83,9.92,-1.2258313
Walking,14.6,-0.99,-7.9270425
Jogging,-0.99,-3.41,-6.97
Standing,-1.23,9.38,2.5606253
Jogging,-8.16,-3.21,-4.25
Jogging,0.42,18.01,-2.56
Standing,2.49,9.34,2.91
Jogging,-15.28,-13.67,0.0
Standing,2.53,9.34,2.96
Jogging,0.0,-0.91,-9.656827
Standing,0.08,9.85,1.42
Standing,7.21,6.51,-0.27
Jogging,-0.38,6.55,-1.5
Jogging,15.6,0.42,-7.7363577
Jogging,0.72,14.1,-2.34
Walking,1.69,4.63,-1.84
Standing,-1.18,9.51,2.56
Walking,1.5,5.48,-2.6014864
Walking,-5.52,5.18,-0.7627395
Standing,-4.44,8.28,-0.04
Walking,12.64,4.9,1.54
Jogging,-19.23,-1.14,-3.87
Walking,-3.06,13.57,2.07
Jogging,-3.06,-19.08,3.53
Walking,2.98,18.05,0.0
Walking,-1.23,13.72,-3.53
Walking,-7.31,16.28,-6.701211
Walking,1.54,2.83,-1.1168685
Standing,3.83,8.54,-0.23
Standing,-6.47,7.25,1.57
Jogging,-0.89,-6.28,-1.0351465
Jogging,6.36,11.45,3.445948
Standing,1.42,9.7,0.69
Walking,11.18,9.19,0.10896278
Standing,-2.07,9.66,1.76
Jogging,-4.37,3.79,-13.59
Standing,-1.04,9.34,-0.5
Walking,-1.99,8.31,8.539958
Walking,-0.38,7.7,0.65
Jogging,-19.19,-4.14,2.53
Walking,-3.21,10.08,-4.44
Jogging,12.34,8.35,0.76
Standing,-5.01,8.16,-1.38
Standing,1.04,9.92,0.31
Standing,-1.5,9.51,2.68
Walking,8.92,6.05,-1.14
Standing,7.97,4.63,1.12
Jogging,-19.61,-2.07,2.37
Walking,0.61,10.38,-5.56
Jogging,7.31,15.21,3.8273177
Jogging,-12.95,19.99,-18.85
Standing,-1.57,9.62,-1.14
Jogging,6.28,19.57,-7.4639506
Jogging,-17.08,18.39,-0.29964766
Jogging,-0.38,-3.36,-0.5
Walking,-5.24,6.4,-3.64
Jogging,7.08,16.44,6.701211
Standing,0.15,10.12,-1.6889231
Standing,0.42,10.04,0.89
Jogging,-11.11,11.5,-0.0
Walking,1.8,13.38,1.4573772
Jogging,-10.31,15.94,7.74
Walking,9.81,4.67,0.5720546
Walking,0.65,17.67,0.57
Walking,15.6,16.4,-3.173541
Walking,-7.06,13.57,11.41
Jogging,1.23,-2.41,-1.2666923
Walking,3.57,10.19,0.69
Jogging,-13.59,-2.56,5.43
Jogging,19.53,19.08,-5.9
Standing,-4.6,8.58,-0.31
Jogging,2.6,2.72,0.6537767
Standing,-4.25,8.31,-1.61
Standing,-1.95,9.47,-1.65
Standing,-0.69,10.0,-0.53
Walking,13.4,7.89,-2.6832085
Standing,-1.14,9.34,3.15
Jogging,-2.75,8.92,-0.89
Walking,16.25,-6.74,-7.44
Standing,-1.18,9.34,1.42
Walking,0.19,1.04,-2.56
Jogging,0.5,18.66,-0.27
Walking,6.4,10.69,1.9885708
Standing,3.26,9.38,-1.95
Standing,-1.04,9.47,-0.38
Standing,-1.14,9.34,1.23
Walking,3.21,4.44,-0.88532263
Walking,-7.44,18.2,-2.22
Jogging,-6.28,13.29,-6.0882955
Walking,9.81,10.08,1.1441092
Standing,-0.69,9.47,2.6832085
Standing,2.56,9.28,2.91
Jogging,-4.4,18.92,5.053149
Walking,-2.37,5.01,-1.84
Standing,-3.41,8.5,-0.95
Walking,-6.36,5.28,-4.14
Walking,-2.56,10.76,-0.08
Jogging,6.09,13.76,-1.7978859
Jogging,0.8,-5.33,-3.02
Standing,-7.67,6.17,1.18
Jogging,-4.33,18.28,-1.84
Jogging,-16.55,-1.76,1.8
Jogging,-19.23,-8.92,0.89
Jogging,7.74,19.42,-6.78
Jogging,-19.23,-12.3,3.21
Walking,-1.46,8.31,0.84446156
Standing,-2.11,9.58,-1.33
Standing,-1.95,9.66,-1.04
Jogging,10.0,14.82,6.238119
Jogging,2.56,11.18,6.24
Walking,4.33,1.42,1.61
Jogging,-4.59,7.86,3.568531
Walking,3.64,2.18,-1.7570249
Standing,1.76,10.27,1.14
Jogging,-4.06,1.12,5.63
Jogging,5.71,-11.14,3.6774938
Jogging,6.32,19.53,-2.5333846
Standing,-4.82,8.47,-0.15
Standing,-0.84,9.34,2.6832085
Standing,-0.38,9.85,1.99
Standing,-1.76,9.43,3.06
Standing,0.95,9.92,0.34
Jogging,14.75,14.67,4.440233
Walking,-1.38,9.85,-4.21
Walking,-10.34,-0.08,2.83
Jogging,-9.7,9.23,-2.22
Jogging,-3.72,-1.12,-0.08
Jogging,-6.02,-4.63,11.727119
Standing,3.98,8.35,0.08
Standing,1.76,9.3,3.6774938
Walking,-0.5,16.21,-2.87
Walking,0.15,9.04,-0.69
Jogging,15.85,19.57,-3.568531
Standing,-8.35,5.43,-0.84
Standing,7.86,4.82,1.14
